descricao;endereco;area;quartos;wc;vagas;valor;condominio;wlink
Apartamentos novos com 3 dormitórios à venda, 61 m² por R$ 285.000 - Com muita personalidade - Bessa;Rua Tertuliano Castro, 111;['61'];[3];[2];[1];285000;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-bessa-bairros-joao-pessoa-com-garagem-61m2-venda-RS285000-id-2578407505/
Apartamento com 3 dormitórios à venda, 84 m² por R$ 210.000,00 - Jardim Cidade Universitária - João;-;['84'];[3];[2];[1];210000;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-cidade-universitaria-bairros-joao-pessoa-com-garagem-84m2-venda-RS210000-id-2580050524/
Apartamento com 3 dormitórios à venda, 68 m² por R$ 350.000,00 - Jardim Oceania - João Pessoa/PB;Rua Othília Barros de Medeiros;['69'];[3];[2];[1];350000;200;https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-oceania-bairros-joao-pessoa-com-garagem-69m2-venda-RS350000-id-2581419628/
Apartamento para Venda em João Pessoa, Manaíra, 2 dormitórios, 1 suíte, 1 banheiro, 1 vaga;Rua Gláucia Maria dos Santos Gouveia, 533;['50'];[2];[1];[1];270000;-;https://www.vivareal.com.br/imovel/apartamento-2-quartos-manaira-bairros-joao-pessoa-com-garagem-50m2-venda-RS270000-id-2583255621/
APARTAMENTO 02 QUARTOS PARA VENDA NO JARDIM LUNA;Rua Nevinha Gondim de Oliveira;[];[2];[2];[1];425000;527;https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-luna-bairros-joao-pessoa-com-garagem-67m2-venda-RS425000-id-2584275756/
Apartamento para venda tem 112 metros quadrados com 3 quartos em Manaíra - João Pessoa - PB;Avenida Sapé, 781;[];[3];[4];[1];655000;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-manaira-bairros-joao-pessoa-com-garagem-112m2-venda-RS655000-id-2583478770/
3 quartos 2 vagas 87 m² Jardim Oceania/Bessa - João Pessoa;-;['87'];[3];[2];[2];495000;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-oceania-bairros-joao-pessoa-com-garagem-87m2-venda-RS495000-id-2561164070/
Apartamento para Venda em João Pessoa, Tambaú, 1 dormitório, 1 suíte, 2 banheiros, 1 vaga;Rua Professora Maria Sales, 641;['42'];[1];[2];[1];389900;-;https://www.vivareal.com.br/imovel/apartamento-1-quartos-tambau-bairros-joao-pessoa-com-garagem-42m2-venda-RS389900-id-2579192711/
AP/Térreo com 3 suítes à venda, 110 m² por R$ 670.000 - Bancários - João Pessoa/PB;-;['157'];[3];[3];[3];670000;300;https://www.vivareal.com.br/imovel/apartamento-3-quartos-bancarios-bairros-joao-pessoa-com-garagem-110m2-venda-RS670000-id-2581663598/
Apartamento com 3 dormitórios à venda, 93 m² por R$ 630.000 - Manaíra - João Pessoa/PB;-;['93'];[3];[3];[2];630000;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-manaira-bairros-joao-pessoa-com-garagem-93m2-venda-RS630000-id-2583629479/
Apartamento com 3 dormitórios à venda, 96 m² por R$ 700.000,00 - Bessa - João Pessoa/PB;-;['96'];[3];[3];[2];700000;570;https://www.vivareal.com.br/imovel/apartamento-3-quartos-bessa-bairros-joao-pessoa-com-garagem-96m2-venda-RS700000-id-2563315468/
Apartamento para venda possui 120 metros quadrados com 3 quartos em Tambaú João Pessoa - Paraíba;Avenida Nego, 700;[];[3];[3];[4];850000;-;https://www.vivareal.com.br/imovel/apartamento-3-quartos-tambau-bairros-joao-pessoa-com-garagem-120m2-venda-RS850000-id-2558370227/
Apartamento com 2 dormitórios à venda, 36 m² por R$ 375.000 - Manaíra - João Pessoa/PB;Rua Major Ciraulo, 624;['36'];[2];[2];[1];375000;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-manaira-bairros-joao-pessoa-com-garagem-36m2-venda-RS375000-id-2562771086/
COD 1-540 Flat no Manaíra 1 dormitório com 46m2;Rua Aline Ferreira Ruffo, 0;[];[1];[1];[];253953;350;https://www.vivareal.com.br/imovel/apartamento-1-quartos-manaira-bairros-joao-pessoa-46m2-venda-RS253953-id-2578503695/
Apartamento em Miramar próximo a Epitácio Pessoa;-;['116'];[3];[3];[2];480000;800;https://www.vivareal.com.br/imovel/apartamento-3-quartos-miramar-bairros-joao-pessoa-com-garagem-116m2-venda-RS480000-id-2581838848/
Jardim Oceania- 68m- nascente- 2 quartos s/ 1 suíte- projetado- Jardim Oceania;Rua Bacharel José de Oliveira Curchatuz, 1167;[];[2];[2];[1];379900;-;https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-oceania-bairros-joao-pessoa-com-garagem-68m2-venda-RS379900-id-2579998312/
JOãO PESSOA - Apartamento Padrão - Altiplano;-;['245'];[4];[6];[4];2500000;1300;https://www.vivareal.com.br/imovel/apartamento-4-quartos-altiplano-cabo-branco-bairros-joao-pessoa-com-garagem-245m2-venda-RS2500000-id-2555595796/
Apartamento para venda no Altiplano, mobiliado, com 3 quartos;-;[];[3];[2];[2];1100000;750;https://www.vivareal.com.br/imovel/apartamento-3-quartos-altiplano-cabo-branco-bairros-joao-pessoa-com-garagem-110m2-venda-RS1100000-id-2572566107/
Apartamento para Venda em João Pessoa, Cabo Branco, 2 dormitórios, 1 suíte, 2 banheiros, 1 vaga;Avenida Presidente Epitácio Pessoa, 5034;['54'];[2];[2];[1];670000;-;https://www.vivareal.com.br/imovel/apartamento-2-quartos-cabo-branco-bairros-joao-pessoa-com-garagem-56m2-venda-RS670000-id-2582515395/
Apartamento para Venda em João Pessoa, Jardim Oceania, 3 dormitórios, 3 suítes, 3 banheiros, 2 vagas;Rua Bacharel José de Oliveira Curchatuz, ;['92'];[3];[3];[2];815000;-;https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-oceania-bairros-joao-pessoa-com-garagem-92m2-venda-RS815000-id-2581080051/
Apartamento com 3 suites sendo uma master;-;['234'];[3];[4];[3];899000;-;https://www.vivareal.com.br/imovel/apartamento-3-quartos-tambau-bairros-joao-pessoa-com-garagem-234m2-venda-RS899000-id-2563428279/
Apartamento para venda possui 77 metros quadrados com 3 quartos em Tambaú - João Pessoa - PB;Avenida Severino Massa Spinelli, 322;[];[3];[2];[2];644000;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-tambau-bairros-joao-pessoa-com-garagem-77m2-venda-RS644000-id-2564760664/
Apartamento à venda, 70 m² por R$ 210.000,00 - Bessa - João Pessoa/PB;-;['70'];[2];[2];[1];210000;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-bessa-bairros-joao-pessoa-com-garagem-70m2-venda-RS210000-id-2584339668/
Apartamento à venda, 2 quartos, 1 suíte, 1 vaga, Tambaú - João Pessoa/PB;Avenida Nego;['50'];[2];[2];[1];510600;330;https://www.vivareal.com.br/imovel/apartamento-2-quartos-tambau-bairros-joao-pessoa-com-garagem-50m2-venda-RS510600-id-2558712771/
Apartamento para venda em Tambauzinho com 2 quartos, área de lazer, elevador, exclusivo;Rua Major Salustino Ribeiro, 170;[];[2];[2];[1];314900;350;https://www.vivareal.com.br/imovel/apartamento-2-quartos-tambauzinho-bairros-joao-pessoa-com-garagem-61m2-venda-RS314900-id-2577451891/
Apartamento à venda, 3 quartos, 1 suíte, 1 vaga, Manaíra - João Pessoa/PB;Avenida Pombal;['83'];[3];[2];[1];370000;522;https://www.vivareal.com.br/imovel/apartamento-3-quartos-manaira-bairros-joao-pessoa-com-garagem-83m2-venda-RS370000-id-2580626170/
Apt projetado novo 3 Qtos 2 suítes Nascente vista mar próximo ao Motiva Tambaú - João Pessoa - P;-;[];[3];[3];[2];950000;750000;https://www.vivareal.com.br/imovel/apartamento-3-quartos-tambau-bairros-joao-pessoa-com-garagem-106m2-venda-RS950000-id-2567861113/
Apartamento à no miramar com 73 m2 oportunidade única!;Rua Antônio Rabelo Júnior, ;['73'];[2];[2];[1];280000;120;https://www.vivareal.com.br/imovel/apartamento-2-quartos-miramar-bairros-joao-pessoa-com-garagem-73m2-venda-RS280000-id-2558737095/
Apartamento - 3 quartos + DCE - 121 m² - Altiplano;Rua Desembargador Rivaldo Pereira, 1;[];[3];[3];[2];375000;700;https://www.vivareal.com.br/imovel/apartamento-3-quartos-altiplano-cabo-branco-bairros-joao-pessoa-com-garagem-121m2-venda-RS375000-id-2581190523/
Apartamento com 2 dormitórios à venda, 58 m² por R$ 460.000,00 - Tambaú - João Pessoa/PB;-;['58'];[2];[2];[1];460000;445;https://www.vivareal.com.br/imovel/apartamento-2-quartos-tambau-bairros-joao-pessoa-com-garagem-58m2-venda-RS460000-id-2569143583/
Apartamento para venda tem 70 metros quadrados com 3 quartos em Bessa - João Pessoa - PB;-;['70'];[3];[2];[1];322000;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-bessa-bairros-joao-pessoa-com-garagem-70m2-venda-RS322000-id-2562215240/
Vendo Apartamento Padrão Luxo em Miramar;-;[];[4];[4];[3];900000;0;https://www.vivareal.com.br/imovel/apartamento-4-quartos-miramar-bairros-joao-pessoa-com-garagem-130m2-venda-RS900000-id-2583484166/
Apartamento com 3 dormitórios à venda, 128 m² por R$ 750.000,00 - Jardim Oceania - João Pessoa/PB;Rua Deputado Napoleão Abdon da Nóbrega, 235;['129'];[3];[3];[2];750000;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-oceania-bairros-joao-pessoa-com-garagem-129m2-venda-RS750000-id-2562769519/
Apartamento em Bancários - João Pessoa;Rua Empresário João Rodrigues Alves, 55;['94'];[3];[1];[1];489999;-;https://www.vivareal.com.br/imovel/apartamento-3-quartos-bancarios-bairros-joao-pessoa-com-garagem-94m2-venda-RS489999-id-2549985280/
Apartamento com 3 dormitórios à venda, 79 m² por R$ 555.072,35 - Bessa - João Pessoa/PB;-;['79'];[3];[3];[2];555072;330;https://www.vivareal.com.br/imovel/apartamento-3-quartos-bessa-bairros-joao-pessoa-com-garagem-79m2-venda-RS555072-id-2531539482/
Oceania. oportunidade!;-;[];[1];[1];[1];260000;-;https://www.vivareal.com.br/imovel/apartamento-1-quartos-jardim-oceania-bairros-joao-pessoa-com-garagem-36m2-venda-RS260000-id-2579854217/
Apartamento para venda com 23 metros quadrados com 1 quarto em Cabo Branco - João Pessoa - PB;Avenida Cabo Branco, 2860;[];[1];[1];[1];358000;0;https://www.vivareal.com.br/imovel/apartamento-1-quartos-cabo-branco-bairros-joao-pessoa-com-garagem-23m2-venda-RS358000-id-2581011601/
Apartamento no Jardim Oceania com 132 mts e 3 suites;Rua Norberto de Castro Nogueira;[];[3];[5];[2];690000;800;https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-oceania-bairros-joao-pessoa-com-garagem-132m2-venda-RS690000-id-2565971988/
Apartamento para venda com 57 metros quadrados com 2 quartos em Bessa - João Pessoa - Paraíba;Rua Desportista João Batista Freire, 25;['57'];[2];[2];[1];290000;450;https://www.vivareal.com.br/imovel/apartamento-2-quartos-bessa-bairros-joao-pessoa-com-garagem-57m2-venda-RS290000-id-2576455487/
Apartamento para venda tem 309 metros quadrados com 3 quartos em Cabo Branco - João Pessoa - PB;Avenida Cabo Branco, 0;[];[3];[4];[4];5122604;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-cabo-branco-bairros-joao-pessoa-com-garagem-309m2-venda-RS5122604-id-2567023508/
Flat para vender em Tambaú;-;[];[1];[1];[1];299000;0;https://www.vivareal.com.br/imovel/apartamento-1-quartos-tambau-bairros-joao-pessoa-com-garagem-27m2-venda-RS299000-id-2562042697/
Apartamento para Venda em João Pessoa, Cristo Redentor, 2 dormitórios, 1 suíte, 1 banheiro, 1 vaga;Rua Caetano Figueiredo, 389;['64'];[2];[1];[1];175000;-;https://www.vivareal.com.br/imovel/apartamento-2-quartos-cristo-redentor-bairros-joao-pessoa-com-garagem-64m2-venda-RS175000-id-2582710652/
Apartamento novo, de 2 quartos, no Altiplano Cabo Branco;Rua Severina Pereira da Rocha, ;['48'];[2];[2];[1];260000;264;https://www.vivareal.com.br/imovel/apartamento-2-quartos-altiplano-cabo-branco-bairros-joao-pessoa-com-garagem-48m2-venda-RS260000-id-2549011481/
Apto. Com 133 M2, 3 quartos sendo 03 suítes + DCE, andar alto, Brisamar.;Rua Doutor Agenor Lacet, 00;[];[3];[4];[3];978000;-;https://www.vivareal.com.br/imovel/apartamento-3-quartos-joao-agripino-bairros-joao-pessoa-com-garagem-133m2-venda-RS978000-id-2575316700/
Apartamento 2 quartos 1 suite Bairro dos Estados;Rua Oswaldo Evaristo da Costa;[];[2];[2];[1];290000;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-estados-bairros-joao-pessoa-com-garagem-61m2-venda-RS290000-id-2576414543/
Apartamento Lançamento Área Nobre próximo a praia;Avenida Presidente Epitácio Pessoa, 16000;[];[1];[1];[1];427000;0;https://www.vivareal.com.br/imovel/apartamento-1-quartos-tambau-bairros-joao-pessoa-com-garagem-27m2-venda-RS427000-id-2576383536/
Apartamento com 3 dormitórios à venda, 82 m² por R$ 334.000,00 - Jardim Cidade Universitária - João;Rua Francisca Dantas Souza;['82'];[3];[3];[2];334000;475;https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-cidade-universitaria-bairros-joao-pessoa-com-garagem-82m2-venda-RS334000-id-2573811782/
Cod: 59 - Apartamento 2 quartos, 1 vaga, com 50,60m2 - 100m do Mar - Bessa;-;['51'];[2];[2];[1];384560;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-bessa-bairros-joao-pessoa-com-garagem-51m2-venda-RS384560-id-2572724379/
Apartamento para Venda em João Pessoa, Manaíra, 3 dormitórios, 2 suítes, 3 banheiros;Rua Santos Coelho Neto, 500;['90'];[3];[3];[0];445000;-;https://www.vivareal.com.br/imovel/apartamento-3-quartos-manaira-bairros-joao-pessoa-90m2-venda-RS445000-id-2568264966/
Apartamento à venda, 78 m² por R$ 579.857,08 - Jardim Oceania - João Pessoa/PB;Rua Norberto de Castro Nogueira;['79'];[3];[3];[2];579857;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-oceania-bairros-joao-pessoa-com-garagem-79m2-venda-RS579857-id-2582039297/
APARTAMENTO COM 2 QUARTOS S/ 1 SUITE EM MANIARA!!;-;['66'];[2];[2];[1];408526;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-manaira-bairros-joao-pessoa-com-garagem-66m2-venda-RS408526-id-2527515867/
Apartamento para venda tem 60 metros quadrados com 2 quartos em Tambiá - João Pessoa - Paraíba;Rua Alice Maria da Conceição, 2;['60'];[2];[2];[1];150000;-;https://www.vivareal.com.br/imovel/apartamento-2-quartos-tambia-bairros-joao-pessoa-com-garagem-60m2-venda-RS150000-id-2551075760/
Excelente apartamento, com área de lazer completa!!;Rua Cecília Rodrigues Siqueira;['56'];[2];[2];[1];250000;-;https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-cidade-universitaria-bairros-joao-pessoa-com-garagem-56m2-venda-RS250000-id-2583470808/
Apartamento para Venda em João Pessoa, Jardim Oceania, 2 dormitórios, 1 suíte, 1 banheiro, 1 vaga;-;['65'];[2];[1];[1];450000;-;https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-oceania-bairros-joao-pessoa-com-garagem-65m2-venda-RS450000-id-2579606162/
Apartamento com 2 dormitórios à venda - Jardim São Paulo;Rua Empresário João Rodrigues Alves, ;['87'];[2];[1];[1];250000;-;https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-sao-paulo-bairros-joao-pessoa-com-garagem-87m2-venda-RS250000-id-2557878511/
Apartamento para venda no Bessa - João Pessoa - PB;Avenida Presidente Afonso Pena;[];[2];[1];[1];335000;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-bessa-bairros-joao-pessoa-com-garagem-60m2-venda-RS335000-id-2556410565/
Apartamento para venda possui 133 metros quadrados com 3 quartos em João Agripino - João Pessoa - PB;Rua Professor Otávio Costa, 333;[];[3];[4];[2];870000;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-joao-agripino-bairros-joao-pessoa-com-garagem-133m2-venda-RS870000-id-2579281572/
Apartamento com 3 quartos em manaira;Rua Silvino Chaves, 863;[];[3];[2];[2];608000;400;https://www.vivareal.com.br/imovel/apartamento-3-quartos-manaira-bairros-joao-pessoa-com-garagem-83m2-venda-RS608000-id-2540088917/
Apartamento para venda tem 59 metros quadrados com 2 quartos em Bessa - João Pessoa - PB;-;[];[2];[2];[1];250000;50;https://www.vivareal.com.br/imovel/apartamento-2-quartos-bessa-bairros-joao-pessoa-com-garagem-59m2-venda-RS250000-id-2581193079/
Ap. de 2 quartos (sendo 1 suíte), Beira Mar do Bessa;-;['60'];[2];[2];[1];630293;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-bessa-bairros-joao-pessoa-com-garagem-60m2-venda-RS630293-id-2540215682/
Excelente localização, a poucos metros da principal dos Bancários!;Rua Bancário Clóvis Moreno Gondim;['82'];[3];[2];[2];309900;-;https://www.vivareal.com.br/imovel/apartamento-3-quartos-bancarios-bairros-joao-pessoa-com-garagem-82m2-venda-RS309900-id-2583338462/
Apartamento em Manaíra;-;['108'];[3];[2];[1];270000;450;https://www.vivareal.com.br/imovel/apartamento-3-quartos-manaira-bairros-joao-pessoa-com-garagem-108m2-venda-RS270000-id-2567752975/
BRISAMAR I 80m NASCENTE 3 QUARTOS 1 SUÍTE WC SOCIAL VARANDA 2 VAGAS DE GARAGEM;Rua Custódio Domingos dos Santos, 141;['80'];[3];[2];[2];485000;715;https://www.vivareal.com.br/imovel/apartamento-3-quartos-brisamar-bairros-joao-pessoa-com-garagem-80m2-venda-RS485000-id-2582638524/
Apartamento Bancários R$ 170 Mil;-;['70'];[2];[1];[1];170000;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-cidade-universitaria-bairros-joao-pessoa-com-garagem-70m2-venda-RS170000-id-2570109606/
Apto novo com 2 qts, s/ 1 ste com 64m², 1vg + depósito prox. Kayros;-;['64'];[2];[2];[1];195000;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-portal-do-sol-bairros-joao-pessoa-com-garagem-64m2-venda-RS195000-id-2561974561/
Apartamento de dois quartos no bairro de Manaíra, apenas 200 metros da praia - João Pessoa - Paraíba;Rua Major Ciraulo;[];[2];[2];[1];429000;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-manaira-bairros-joao-pessoa-com-garagem-22m2-venda-RS429000-id-2564660720/
Apartamento com 3 dormitórios à venda, 89 m² por R$ 597.796,85 - Aeroclube - João Pessoa/PB;-;['90'];[3];[2];[2];597797;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-aeroclube-bairros-joao-pessoa-com-garagem-90m2-venda-RS597797-id-2567823251/
Apartamento térreo no Bessa a 600m da praia.;-;['86'];[2];[1];[1];285000;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-bessa-bairros-joao-pessoa-com-garagem-40m2-venda-RS285000-id-2580790273/
Apartamento para venda possui 52 metros quadrados com 2 quartos em Bancários - João Pessoa - Paraíba;-;[];[2];[2];[1];215000;-;https://www.vivareal.com.br/imovel/apartamento-2-quartos-bancarios-bairros-joao-pessoa-com-garagem-52m2-venda-RS215000-id-2565338123/
Apartamento para venda possui 300 metros quadrados com 5 quartos;-;[];[5];[6];[4];2000000;2700;https://www.vivareal.com.br/imovel/apartamento-5-quartos-jardim-oceania-bairros-joao-pessoa-com-garagem-300m2-venda-RS2000000-id-2580650621/
Apartamento à venda, 39 m² por R$ 172.500,00 - Jaguaribe - João Pessoa/PB;Avenida Alberto de Brito, 151;['40'];[1];[1];[0];172500;0;https://www.vivareal.com.br/imovel/apartamento-1-quartos-jaguaribe-bairros-joao-pessoa-40m2-venda-RS172500-id-2563552708/
Apartamento para Venda em João Pessoa, Jardim Oceania, 3 dormitórios, 3 suítes, 4 banheiros, 2 vagas;Rua Bacharel José de Oliveira Curchatuz, ;['125'];[3];[4];[2];1160000;-;https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-oceania-bairros-joao-pessoa-com-garagem-125m2-venda-RS1160000-id-2581080049/
Apartamento em Frente o Parque Parahyba 3 no Aeroclube. Cód. 0024X;-;[];[2];[2];[2];536180;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-aeroclube-bairros-joao-pessoa-com-garagem-67m2-venda-RS536180-id-2572440538/
Flat com 1 dormitório à venda - Bancários;Rua Empresário João Rodrigues Alves, ;['24'];[1];[1];[1];170000;297;https://www.vivareal.com.br/imovel/apartamento-1-quartos-jardim-sao-paulo-bairros-joao-pessoa-com-garagem-24m2-venda-RS170000-id-2557878460/
OPORTUNIDADE NO BESSA, 50 MTS MAR, 2 VAGAS, NASCENTE SUL!;Rua Doutor Hortêncio Osterne Carneiro;['77'];[3];[2];[2];318000;530;https://www.vivareal.com.br/imovel/apartamento-3-quartos-bessa-bairros-joao-pessoa-com-garagem-77m2-venda-RS318000-id-2578107048/
